Item,Price,Date
"Soup, canned, 284 millilitres",1.0,2011-08-01
"Baby food, 128 millilitres",0.81,2011-08-01
"Peanut butter, 500 grams",2.96,2011-08-01
Paper towels (2 rolls),2.45,2011-08-01
Facial tissue (200 tissues),2.22,2011-08-01
Bathroom tissue (4 rolls),2.32,2011-08-01
"Shampoo, 300 millilitres",3.66,2011-08-01
"Deodorant, 60 grams",4.02,2011-08-01
"Toothpaste, 100 millilitres",2.11,2011-08-01
Cigarettes (200),83.56,2011-08-01
,,2011-09-01
"Round steak, 1 kilogram",13.75,2011-09-01
"Sirloin steak, 1 kilogram",16.66,2011-09-01
"Prime rib roast, 1 kilogram",22.67,2011-09-01
"Blade roast, 1 kilogram",10.87,2011-09-01
"Stewing beef, 1 kilogram",10.28,2011-09-01
"Ground beef, 1 kilogram",8.33,2011-09-01
"Pork chops, 1 kilogram",10.45,2011-09-01
"Chicken, 1 kilogram",6.57,2011-09-01
"Bacon, 500 grams",5.31,2011-09-01
"Wieners, 450 grams",3.3,2011-09-01
"Canned salmon, 213 grams",3.3,2011-09-01
"Homogenized milk, 4 litres",,2011-09-01
"Partly skimmed milk, 4 litres",,2011-09-01
"Butter, 454 grams",4.36,2011-09-01
"Processed cheese slices, 250 grams",2.88,2011-09-01
"Evaporated milk, 385 millilitres",1.92,2011-09-01
"Eggs, 1 dozen",3.04,2011-09-01
"Bread, 675 grams",2.8,2011-09-01
"Soda crackers, 450 grams",2.73,2011-09-01
"Macaroni, 500 grams",1.43,2011-09-01
"Flour, 2.5 kilograms",5.06,2011-09-01
"Corn flakes, 675 grams",4.35,2011-09-01
"Apples, 1 kilogram",3.65,2011-09-01
"Bananas, 1 kilogram",1.63,2011-09-01
"Oranges, 1 kilogram",3.02,2011-09-01
"Apple juice, 1.36 litres",2.12,2011-09-01
"Orange juice, 1 litre",3.98,2011-09-01
"Carrots, 1 kilogram",1.79,2011-09-01
"Mushrooms, 1 kilogram",8.29,2011-09-01
"Onions, 1 kilogram",1.71,2011-09-01
"Potatoes, 4.54 kilograms",5.82,2011-09-01
"French fried potatoes, frozen, 1 kilogram",2.33,2011-09-01
"Baked beans, canned, 398 millilitres",1.09,2011-09-01
"Tomatoes, canned, 796 millilitres",1.57,2011-09-01
"Tomato juice, 1.36 litres",2.24,2011-09-01
"Ketchup, 1 litre",3.27,2011-09-01
"Sugar, white, 2 kilograms",3.2,2011-09-01
"Coffee, roasted, 300 grams",5.97,2011-09-01
"Coffee, instant, 200 grams",6.57,2011-09-01
Tea (72 bags),4.34,2011-09-01
"Cooking or salad oil, 1 litre",4.11,2011-09-01
"Soup, canned, 284 millilitres",0.98,2011-09-01
"Baby food, 128 millilitres",0.81,2011-09-01
"Peanut butter, 500 grams",2.98,2011-09-01
Paper towels (2 rolls),2.48,2011-09-01
Facial tissue (200 tissues),2.32,2011-09-01
Bathroom tissue (4 rolls),2.4,2011-09-01
"Shampoo, 300 millilitres",3.62,2011-09-01
"Deodorant, 60 grams",3.78,2011-09-01
"Toothpaste, 100 millilitres",2.06,2011-09-01
Cigarettes (200),83.56,2011-09-01
,,2011-10-01
"Round steak, 1 kilogram",13.55,2011-10-01
"Sirloin steak, 1 kilogram",16.93,2011-10-01
"Prime rib roast, 1 kilogram",21.33,2011-10-01
"Blade roast, 1 kilogram",11.02,2011-10-01
"Stewing beef, 1 kilogram",10.33,2011-10-01
"Ground beef, 1 kilogram",8.45,2011-10-01
"Pork chops, 1 kilogram",10.17,2011-10-01
"Chicken, 1 kilogram",6.73,2011-10-01
"Bacon, 500 grams",5.09,2011-10-01
"Wieners, 450 grams",3.41,2011-10-01
"Canned salmon, 213 grams",3.26,2011-10-01
"Homogenized milk, 4 litres",,2011-10-01
"Partly skimmed milk, 4 litres",,2011-10-01
"Butter, 454 grams",4.34,2011-10-01
"Processed cheese slices, 250 grams",2.86,2011-10-01
"Evaporated milk, 385 millilitres",1.85,2011-10-01
"Eggs, 1 dozen",3.03,2011-10-01
"Bread, 675 grams",2.78,2011-10-01
"Soda crackers, 450 grams",2.66,2011-10-01
"Macaroni, 500 grams",1.46,2011-10-01
"Flour, 2.5 kilograms",5.05,2011-10-01
"Corn flakes, 675 grams",4.59,2011-10-01
"Apples, 1 kilogram",3.58,2011-10-01
"Bananas, 1 kilogram",1.72,2011-10-01
"Oranges, 1 kilogram",3.06,2011-10-01
"Apple juice, 1.36 litres",2.06,2011-10-01
"Orange juice, 1 litre",3.91,2011-10-01
"Carrots, 1 kilogram",1.64,2011-10-01
"Mushrooms, 1 kilogram",8.03,2011-10-01
"Onions, 1 kilogram",1.57,2011-10-01
"Potatoes, 4.54 kilograms",5.34,2011-10-01
"French fried potatoes, frozen, 1 kilogram",2.34,2011-10-01
"Baked beans, canned, 398 millilitres",1.14,2011-10-01
"Tomatoes, canned, 796 millilitres",1.51,2011-10-01
"Tomato juice, 1.36 litres",2.16,2011-10-01
"Ketchup, 1 litre",3.34,2011-10-01
"Sugar, white, 2 kilograms",3.17,2011-10-01
"Coffee, roasted, 300 grams",5.95,2011-10-01
"Coffee, instant, 200 grams",6.5,2011-10-01
Tea (72 bags),4.28,2011-10-01
"Cooking or salad oil, 1 litre",4.08,2011-10-01
"Soup, canned, 284 millilitres",0.98,2011-10-01
"Baby food, 128 millilitres",0.82,2011-10-01
"Peanut butter, 500 grams",2.97,2011-10-01
Paper towels (2 rolls),2.53,2011-10-01
Facial tissue (200 tissues),2.32,2011-10-01
Bathroom tissue (4 rolls),2.37,2011-10-01
"Shampoo, 300 millilitres",3.59,2011-10-01
"Deodorant, 60 grams",3.85,2011-10-01
"Toothpaste, 100 millilitres",2.14,2011-10-01
Cigarettes (200),84.02,2011-10-01
,,2011-11-01
"Round steak, 1 kilogram",13.58,2011-11-01
"Sirloin steak, 1 kilogram",16.39,2011-11-01
"Prime rib roast, 1 kilogram",22.61,2011-11-01
"Blade roast, 1 kilogram",10.8,2011-11-01
"Stewing beef, 1 kilogram",10.25,2011-11-01
"Ground beef, 1 kilogram",8.47,2011-11-01
"Pork chops, 1 kilogram",10.3,2011-11-01
"Chicken, 1 kilogram",6.82,2011-11-01
"Bacon, 500 grams",5.14,2011-11-01
"Wieners, 450 grams",3.4,2011-11-01
"Canned salmon, 213 grams",3.42,2011-11-01
"Homogenized milk, 4 litres",,2011-11-01
"Partly skimmed milk, 4 litres",,2011-11-01
"Butter, 454 grams",4.36,2011-11-01
"Processed cheese slices, 250 grams",2.83,2011-11-01
"Evaporated milk, 385 millilitres",1.88,2011-11-01
"Eggs, 1 dozen",3.03,2011-11-01
"Bread, 675 grams",2.76,2011-11-01
"Soda crackers, 450 grams",2.72,2011-11-01
"Macaroni, 500 grams",1.46,2011-11-01
"Flour, 2.5 kilograms",5.05,2011-11-01
"Corn flakes, 675 grams",4.69,2011-11-01
"Apples, 1 kilogram",3.35,2011-11-01
"Bananas, 1 kilogram",1.69,2011-11-01
"Oranges, 1 kilogram",3.07,2011-11-01
"Apple juice, 1.36 litres",2.05,2011-11-01
"Orange juice, 1 litre",4.02,2011-11-01
"Carrots, 1 kilogram",1.65,2011-11-01
"Mushrooms, 1 kilogram",8.48,2011-11-01
"Onions, 1 kilogram",1.54,2011-11-01
"Potatoes, 4.54 kilograms",5.35,2011-11-01
"French fried potatoes, frozen, 1 kilogram",2.36,2011-11-01
"Baked beans, canned, 398 millilitres",1.09,2011-11-01
"Tomatoes, canned, 796 millilitres",1.54,2011-11-01
"Tomato juice, 1.36 litres",2.3,2011-11-01
"Ketchup, 1 litre",3.32,2011-11-01
"Sugar, white, 2 kilograms",3.21,2011-11-01
"Coffee, roasted, 300 grams",6.0,2011-11-01
"Coffee, instant, 200 grams",6.54,2011-11-01
Tea (72 bags),4.25,2011-11-01
"Cooking or salad oil, 1 litre",4.12,2011-11-01
"Soup, canned, 284 millilitres",0.99,2011-11-01
"Baby food, 128 millilitres",0.81,2011-11-01
"Peanut butter, 500 grams",3.02,2011-11-01
Paper towels (2 rolls),2.55,2011-11-01
Facial tissue (200 tissues),2.35,2011-11-01
Bathroom tissue (4 rolls),2.35,2011-11-01
"Shampoo, 300 millilitres",3.57,2011-11-01
"Deodorant, 60 grams",4.1,2011-11-01
"Toothpaste, 100 millilitres",2.2,2011-11-01
Cigarettes (200),84.03,2011-11-01
,,2011-12-01
"Round steak, 1 kilogram",13.57,2011-12-01
"Sirloin steak, 1 kilogram",16.66,2011-12-01
"Prime rib roast, 1 kilogram",23.16,2011-12-01
"Blade roast, 1 kilogram",11.0,2011-12-01
"Stewing beef, 1 kilogram",10.58,2011-12-01
"Ground beef, 1 kilogram",8.7,2011-12-01
"Pork chops, 1 kilogram",10.38,2011-12-01
"Chicken, 1 kilogram",6.76,2011-12-01
"Bacon, 500 grams",5.19,2011-12-01
"Wieners, 450 grams",3.35,2011-12-01
"Canned salmon, 213 grams",3.44,2011-12-01
"Homogenized milk, 4 litres",,2011-12-01
"Partly skimmed milk, 4 litres",,2011-12-01
"Butter, 454 grams",4.31,2011-12-01
"Processed cheese slices, 250 grams",2.87,2011-12-01
"Evaporated milk, 385 millilitres",1.87,2011-12-01
"Eggs, 1 dozen",3.1,2011-12-01
"Bread, 675 grams",2.78,2011-12-01
"Soda crackers, 450 grams",2.75,2011-12-01
"Macaroni, 500 grams",1.44,2011-12-01
"Flour, 2.5 kilograms",5.1,2011-12-01
"Corn flakes, 675 grams",4.3,2011-12-01
"Apples, 1 kilogram",3.36,2011-12-01
"Bananas, 1 kilogram",1.7,2011-12-01
"Oranges, 1 kilogram",3.08,2011-12-01
"Apple juice, 1.36 litres",2.08,2011-12-01
"Orange juice, 1 litre",3.99,2011-12-01
"Carrots, 1 kilogram",1.63,2011-12-01
"Mushrooms, 1 kilogram",8.08,2011-12-01
"Onions, 1 kilogram",1.56,2011-12-01
"Potatoes, 4.54 kilograms",5.29,2011-12-01
"French fried potatoes, frozen, 1 kilogram",2.33,2011-12-01
"Baked beans, canned, 398 millilitres",1.15,2011-12-01
"Tomatoes, canned, 796 millilitres",1.5,2011-12-01
"Tomato juice, 1.36 litres",2.31,2011-12-01
"Ketchup, 1 litre",3.37,2011-12-01
"Sugar, white, 2 kilograms",3.21,2011-12-01
"Coffee, roasted, 300 grams",5.96,2011-12-01
"Coffee, instant, 200 grams",6.37,2011-12-01
Tea (72 bags),4.19,2011-12-01
"Cooking or salad oil, 1 litre",4.14,2011-12-01
"Soup, canned, 284 millilitres",1.01,2011-12-01
"Baby food, 128 millilitres",0.8,2011-12-01
"Peanut butter, 500 grams",3.05,2011-12-01
Paper towels (2 rolls),2.52,2011-12-01
Facial tissue (200 tissues),2.28,2011-12-01
Bathroom tissue (4 rolls),2.45,2011-12-01
"Shampoo, 300 millilitres",3.43,2011-12-01
"Deodorant, 60 grams",3.99,2011-12-01
"Toothpaste, 100 millilitres",2.14,2011-12-01
Cigarettes (200),83.95,2011-12-01
,,2012-01-01
"Round steak, 1 kilogram",13.9,2012-01-01
"Sirloin steak, 1 kilogram",17.22,2012-01-01
"Prime rib roast, 1 kilogram",23.14,2012-01-01
"Blade roast, 1 kilogram",11.0,2012-01-01
"Stewing beef, 1 kilogram",10.65,2012-01-01
"Ground beef, 1 kilogram",8.85,2012-01-01
"Pork chops, 1 kilogram",10.09,2012-01-01
"Chicken, 1 kilogram",7.09,2012-01-01
"Bacon, 500 grams",5.01,2012-01-01
"Wieners, 450 grams",3.45,2012-01-01
"Canned salmon, 213 grams",3.55,2012-01-01
"Homogenized milk, 4 litres",,2012-01-01
"Partly skimmed milk, 4 litres",,2012-01-01
"Butter, 454 grams",4.37,2012-01-01
"Processed cheese slices, 250 grams",2.73,2012-01-01
"Evaporated milk, 385 millilitres",1.89,2012-01-01
"Eggs, 1 dozen",3.09,2012-01-01
"Bread, 675 grams",2.79,2012-01-01
"Soda crackers, 450 grams",2.7,2012-01-01
"Macaroni, 500 grams",1.49,2012-01-01
"Flour, 2.5 kilograms",5.18,2012-01-01
"Corn flakes, 675 grams",4.61,2012-01-01
"Apples, 1 kilogram",3.4,2012-01-01
"Bananas, 1 kilogram",1.72,2012-01-01
"Oranges, 1 kilogram",2.65,2012-01-01
"Apple juice, 1.36 litres",2.11,2012-01-01
"Orange juice, 1 litre",3.95,2012-01-01
"Carrots, 1 kilogram",1.63,2012-01-01
"Mushrooms, 1 kilogram",7.99,2012-01-01
"Onions, 1 kilogram",1.48,2012-01-01
"Potatoes, 4.54 kilograms",5.41,2012-01-01
"French fried potatoes, frozen, 1 kilogram",2.29,2012-01-01
"Baked beans, canned, 398 millilitres",1.13,2012-01-01
"Tomatoes, canned, 796 millilitres",1.55,2012-01-01
"Tomato juice, 1.36 litres",2.24,2012-01-01
"Ketchup, 1 litre",3.35,2012-01-01
"Sugar, white, 2 kilograms",3.28,2012-01-01
"Coffee, roasted, 300 grams",6.03,2012-01-01
"Coffee, instant, 200 grams",6.56,2012-01-01
Tea (72 bags),4.27,2012-01-01
"Cooking or salad oil, 1 litre",4.11,2012-01-01
"Soup, canned, 284 millilitres",1.0,2012-01-01
"Baby food, 128 millilitres",0.84,2012-01-01
"Peanut butter, 500 grams",3.15,2012-01-01
Paper towels (2 rolls),2.58,2012-01-01
Facial tissue (200 tissues),2.31,2012-01-01
Bathroom tissue (4 rolls),2.52,2012-01-01
"Shampoo, 300 millilitres",4.04,2012-01-01
"Deodorant, 60 grams",4.63,2012-01-01
"Toothpaste, 100 millilitres",2.45,2012-01-01
Cigarettes (200),84.06,2012-01-01
,,2012-02-01
"Round steak, 1 kilogram",13.91,2012-02-01
"Sirloin steak, 1 kilogram",17.17,2012-02-01
"Prime rib roast, 1 kilogram",22.41,2012-02-01
"Blade roast, 1 kilogram",11.29,2012-02-01
"Stewing beef, 1 kilogram",10.75,2012-02-01
"Ground beef, 1 kilogram",8.92,2012-02-01
"Pork chops, 1 kilogram",10.46,2012-02-01
"Chicken, 1 kilogram",6.92,2012-02-01
"Bacon, 500 grams",5.2,2012-02-01
"Wieners, 450 grams",3.47,2012-02-01
"Canned salmon, 213 grams",3.49,2012-02-01
"Homogenized milk, 4 litres",,2012-02-01
"Partly skimmed milk, 4 litres",,2012-02-01
"Butter, 454 grams",4.43,2012-02-01
"Processed cheese slices, 250 grams",2.85,2012-02-01
"Evaporated milk, 385 millilitres",1.92,2012-02-01
"Eggs, 1 dozen",3.22,2012-02-01
"Bread, 675 grams",2.76,2012-02-01
"Soda crackers, 450 grams",2.68,2012-02-01
"Macaroni, 500 grams",1.46,2012-02-01
"Flour, 2.5 kilograms",5.3,2012-02-01
"Corn flakes, 675 grams",4.64,2012-02-01
"Apples, 1 kilogram",3.42,2012-02-01
"Bananas, 1 kilogram",1.73,2012-02-01
"Oranges, 1 kilogram",2.57,2012-02-01
"Apple juice, 1.36 litres",2.1,2012-02-01
"Orange juice, 1 litre",4.04,2012-02-01
"Carrots, 1 kilogram",1.62,2012-02-01
"Mushrooms, 1 kilogram",8.19,2012-02-01
"Onions, 1 kilogram",1.48,2012-02-01
"Potatoes, 4.54 kilograms",5.45,2012-02-01
"French fried potatoes, frozen, 1 kilogram",2.33,2012-02-01
"Baked beans, canned, 398 millilitres",1.21,2012-02-01
"Tomatoes, canned, 796 millilitres",1.56,2012-02-01
"Tomato juice, 1.36 litres",2.33,2012-02-01
"Ketchup, 1 litre",3.38,2012-02-01
"Sugar, white, 2 kilograms",3.27,2012-02-01
"Coffee, roasted, 300 grams",6.13,2012-02-01
"Coffee, instant, 200 grams",6.53,2012-02-01
Tea (72 bags),4.34,2012-02-01
"Cooking or salad oil, 1 litre",4.11,2012-02-01
"Soup, canned, 284 millilitres",1.01,2012-02-01
"Baby food, 128 millilitres",0.84,2012-02-01
"Peanut butter, 500 grams",3.6,2012-02-01
Paper towels (2 rolls),2.59,2012-02-01
Facial tissue (200 tissues),2.28,2012-02-01
Bathroom tissue (4 rolls),2.54,2012-02-01
"Shampoo, 300 millilitres",4.04,2012-02-01
"Deodorant, 60 grams",4.47,2012-02-01
"Toothpaste, 100 millilitres",2.4,2012-02-01
Cigarettes (200),84.13,2012-02-01
,,2012-03-01
"Round steak, 1 kilogram",14.1,2012-03-01
"Sirloin steak, 1 kilogram",17.43,2012-03-01
"Prime rib roast, 1 kilogram",23.57,2012-03-01
"Blade roast, 1 kilogram",11.26,2012-03-01
"Stewing beef, 1 kilogram",11.05,2012-03-01
"Ground beef, 1 kilogram",8.82,2012-03-01
"Pork chops, 1 kilogram",10.54,2012-03-01
"Chicken, 1 kilogram",6.92,2012-03-01
"Bacon, 500 grams",5.12,2012-03-01
"Wieners, 450 grams",3.53,2012-03-01
"Canned salmon, 213 grams",3.62,2012-03-01
"Homogenized milk, 4 litres",,2012-03-01
"Partly skimmed milk, 4 litres",,2012-03-01
"Butter, 454 grams",4.44,2012-03-01
"Processed cheese slices, 250 grams",2.88,2012-03-01
"Evaporated milk, 385 millilitres",1.88,2012-03-01
"Eggs, 1 dozen",3.1,2012-03-01
"Bread, 675 grams",2.8,2012-03-01
"Soda crackers, 450 grams",2.69,2012-03-01
"Macaroni, 500 grams",1.48,2012-03-01
"Flour, 2.5 kilograms",5.24,2012-03-01
"Corn flakes, 675 grams",4.79,2012-03-01
"Apples, 1 kilogram",3.38,2012-03-01
"Bananas, 1 kilogram",1.71,2012-03-01
"Oranges, 1 kilogram",2.48,2012-03-01
"Apple juice, 1.36 litres",2.09,2012-03-01
"Orange juice, 1 litre",3.95,2012-03-01
"Carrots, 1 kilogram",1.76,2012-03-01
"Mushrooms, 1 kilogram",7.78,2012-03-01
"Onions, 1 kilogram",1.45,2012-03-01
"Potatoes, 4.54 kilograms",5.32,2012-03-01
"French fried potatoes, frozen, 1 kilogram",2.37,2012-03-01
"Baked beans, canned, 398 millilitres",1.2,2012-03-01
"Tomatoes, canned, 796 millilitres",1.56,2012-03-01
"Tomato juice, 1.36 litres",2.36,2012-03-01
"Ketchup, 1 litre",3.39,2012-03-01
"Sugar, white, 2 kilograms",3.22,2012-03-01
"Coffee, roasted, 300 grams",6.13,2012-03-01
"Coffee, instant, 200 grams",6.42,2012-03-01
Tea (72 bags),4.3,2012-03-01
"Cooking or salad oil, 1 litre",4.13,2012-03-01
"Soup, canned, 284 millilitres",1.02,2012-03-01
"Baby food, 128 millilitres",0.83,2012-03-01
"Peanut butter, 500 grams",3.84,2012-03-01
Paper towels (2 rolls),2.58,2012-03-01
Facial tissue (200 tissues),2.24,2012-03-01
Bathroom tissue (4 rolls),2.5,2012-03-01
"Shampoo, 300 millilitres",3.97,2012-03-01
"Deodorant, 60 grams",4.43,2012-03-01
"Toothpaste, 100 millilitres",2.41,2012-03-01
Cigarettes (200),84.83,2012-03-01
,,2012-04-01
"Round steak, 1 kilogram",14.11,2012-04-01
"Sirloin steak, 1 kilogram",17.67,2012-04-01
"Prime rib roast, 1 kilogram",21.51,2012-04-01
"Blade roast, 1 kilogram",11.29,2012-04-01
"Stewing beef, 1 kilogram",11.13,2012-04-01
"Ground beef, 1 kilogram",8.88,2012-04-01
"Pork chops, 1 kilogram",10.91,2012-04-01
"Chicken, 1 kilogram",7.07,2012-04-01
"Bacon, 500 grams",5.13,2012-04-01
"Wieners, 450 grams",3.63,2012-04-01
"Canned salmon, 213 grams",3.64,2012-04-01
"Homogenized milk, 4 litres",,2012-04-01
"Partly skimmed milk, 4 litres",,2012-04-01
"Butter, 454 grams",4.42,2012-04-01
"Processed cheese slices, 250 grams",2.81,2012-04-01
"Evaporated milk, 385 millilitres",1.87,2012-04-01
"Eggs, 1 dozen",3.07,2012-04-01
"Bread, 675 grams",2.77,2012-04-01
"Soda crackers, 450 grams",2.69,2012-04-01
"Macaroni, 500 grams",1.47,2012-04-01
"Flour, 2.5 kilograms",5.23,2012-04-01
"Corn flakes, 675 grams",4.98,2012-04-01
"Apples, 1 kilogram",3.31,2012-04-01
"Bananas, 1 kilogram",1.72,2012-04-01
"Oranges, 1 kilogram",2.51,2012-04-01
"Apple juice, 1.36 litres",2.09,2012-04-01
"Orange juice, 1 litre",3.99,2012-04-01
"Carrots, 1 kilogram",1.79,2012-04-01
"Mushrooms, 1 kilogram",7.79,2012-04-01
"Onions, 1 kilogram",1.46,2012-04-01
"Potatoes, 4.54 kilograms",5.37,2012-04-01
"French fried potatoes, frozen, 1 kilogram",2.41,2012-04-01
"Baked beans, canned, 398 millilitres",1.22,2012-04-01
"Tomatoes, canned, 796 millilitres",1.53,2012-04-01
"Tomato juice, 1.36 litres",2.35,2012-04-01
"Ketchup, 1 litre",3.26,2012-04-01
"Sugar, white, 2 kilograms",3.26,2012-04-01
"Coffee, roasted, 300 grams",6.1,2012-04-01
"Coffee, instant, 200 grams",6.57,2012-04-01
Tea (72 bags),4.27,2012-04-01
"Cooking or salad oil, 1 litre",4.14,2012-04-01
"Soup, canned, 284 millilitres",1.02,2012-04-01
"Baby food, 128 millilitres",0.84,2012-04-01
"Peanut butter, 500 grams",3.79,2012-04-01
Paper towels (2 rolls),2.62,2012-04-01
Facial tissue (200 tissues),2.26,2012-04-01
Bathroom tissue (4 rolls),2.6,2012-04-01
"Shampoo, 300 millilitres",3.91,2012-04-01
"Deodorant, 60 grams",4.38,2012-04-01
"Toothpaste, 100 millilitres",2.42,2012-04-01
Cigarettes (200),84.72,2012-04-01
,,2012-05-01
"Round steak, 1 kilogram",14.32,2012-05-01
"Sirloin steak, 1 kilogram",17.23,2012-05-01
"Prime rib roast, 1 kilogram",23.82,2012-05-01
"Blade roast, 1 kilogram",11.16,2012-05-01
"Stewing beef, 1 kilogram",11.34,2012-05-01
"Ground beef, 1 kilogram",9.02,2012-05-01
"Pork chops, 1 kilogram",10.7,2012-05-01
"Chicken, 1 kilogram",7.05,2012-05-01
"Bacon, 500 grams",5.13,2012-05-01
"Wieners, 450 grams",3.53,2012-05-01
"Canned salmon, 213 grams",3.7,2012-05-01
"Homogenized milk, 4 litres",,2012-05-01
"Partly skimmed milk, 4 litres",,2012-05-01
"Butter, 454 grams",4.42,2012-05-01
"Processed cheese slices, 250 grams",2.83,2012-05-01
"Evaporated milk, 385 millilitres",1.92,2012-05-01
"Eggs, 1 dozen",3.08,2012-05-01
"Bread, 675 grams",2.76,2012-05-01
"Soda crackers, 450 grams",2.73,2012-05-01
"Macaroni, 500 grams",1.43,2012-05-01
"Flour, 2.5 kilograms",5.22,2012-05-01
"Corn flakes, 675 grams",5.06,2012-05-01
"Apples, 1 kilogram",3.43,2012-05-01
"Bananas, 1 kilogram",1.71,2012-05-01
"Oranges, 1 kilogram",2.64,2012-05-01
"Apple juice, 1.36 litres",2.09,2012-05-01
"Orange juice, 1 litre",4.01,2012-05-01
"Carrots, 1 kilogram",1.86,2012-05-01
"Mushrooms, 1 kilogram",8.02,2012-05-01
"Onions, 1 kilogram",1.47,2012-05-01
"Potatoes, 4.54 kilograms",5.35,2012-05-01
"French fried potatoes, frozen, 1 kilogram",2.39,2012-05-01
"Baked beans, canned, 398 millilitres",1.24,2012-05-01
"Tomatoes, canned, 796 millilitres",1.55,2012-05-01
"Tomato juice, 1.36 litres",2.42,2012-05-01
"Ketchup, 1 litre",3.25,2012-05-01
"Sugar, white, 2 kilograms",3.19,2012-05-01
"Coffee, roasted, 300 grams",6.12,2012-05-01
"Coffee, instant, 200 grams",6.34,2012-05-01
Tea (72 bags),4.31,2012-05-01
"Cooking or salad oil, 1 litre",4.16,2012-05-01
"Soup, canned, 284 millilitres",1.04,2012-05-01
"Baby food, 128 millilitres",0.85,2012-05-01
"Peanut butter, 500 grams",3.87,2012-05-01
Paper towels (2 rolls),2.53,2012-05-01
Facial tissue (200 tissues),2.24,2012-05-01
Bathroom tissue (4 rolls),2.6,2012-05-01
"Shampoo, 300 millilitres",3.95,2012-05-01
"Deodorant, 60 grams",4.54,2012-05-01
"Toothpaste, 100 millilitres",2.44,2012-05-01
Cigarettes (200),84.78,2012-05-01
,,2012-06-01
"Round steak, 1 kilogram",14.09,2012-06-01
"Sirloin steak, 1 kilogram",17.13,2012-06-01
"Prime rib roast, 1 kilogram",23.98,2012-06-01
"Blade roast, 1 kilogram",11.2,2012-06-01
"Stewing beef, 1 kilogram",11.33,2012-06-01
"Ground beef, 1 kilogram",9.24,2012-06-01
"Pork chops, 1 kilogram",10.37,2012-06-01
"Chicken, 1 kilogram",7.04,2012-06-01
"Bacon, 500 grams",5.08,2012-06-01
"Wieners, 450 grams",3.47,2012-06-01
"Canned salmon, 213 grams",3.65,2012-06-01
"Homogenized milk, 4 litres",,2012-06-01
"Partly skimmed milk, 4 litres",,2012-06-01
"Butter, 454 grams",4.37,2012-06-01
"Processed cheese slices, 250 grams",2.78,2012-06-01
"Evaporated milk, 385 millilitres",1.93,2012-06-01
"Eggs, 1 dozen",3.08,2012-06-01
"Bread, 675 grams",2.77,2012-06-01
"Soda crackers, 450 grams",2.73,2012-06-01
"Macaroni, 500 grams",1.46,2012-06-01
"Flour, 2.5 kilograms",5.19,2012-06-01
"Corn flakes, 675 grams",4.98,2012-06-01
"Apples, 1 kilogram",3.51,2012-06-01
"Bananas, 1 kilogram",1.7,2012-06-01
"Oranges, 1 kilogram",2.89,2012-06-01
"Apple juice, 1.36 litres",2.13,2012-06-01
"Orange juice, 1 litre",3.94,2012-06-01
"Carrots, 1 kilogram",1.86,2012-06-01
"Mushrooms, 1 kilogram",8.13,2012-06-01
"Onions, 1 kilogram",1.53,2012-06-01
"Potatoes, 4.54 kilograms",5.65,2012-06-01
"French fried potatoes, frozen, 1 kilogram",2.47,2012-06-01
"Baked beans, canned, 398 millilitres",1.23,2012-06-01
"Tomatoes, canned, 796 millilitres",1.52,2012-06-01
"Tomato juice, 1.36 litres",2.41,2012-06-01
"Ketchup, 1 litre",3.3,2012-06-01
"Sugar, white, 2 kilograms",3.16,2012-06-01
"Coffee, roasted, 300 grams",6.12,2012-06-01
"Coffee, instant, 200 grams",6.6,2012-06-01
Tea (72 bags),4.42,2012-06-01
"Cooking or salad oil, 1 litre",4.17,2012-06-01
"Soup, canned, 284 millilitres",1.07,2012-06-01
"Baby food, 128 millilitres",0.85,2012-06-01
"Peanut butter, 500 grams",3.84,2012-06-01
Paper towels (2 rolls),2.59,2012-06-01
Facial tissue (200 tissues),2.28,2012-06-01
Bathroom tissue (4 rolls),2.58,2012-06-01
"Shampoo, 300 millilitres",3.98,2012-06-01
"Deodorant, 60 grams",4.4,2012-06-01
"Toothpaste, 100 millilitres",2.37,2012-06-01
Cigarettes (200),84.95,2012-06-01
,,2012-07-01
"Round steak, 1 kilogram",14.18,2012-07-01
"Sirloin steak, 1 kilogram",17.31,2012-07-01
"Prime rib roast, 1 kilogram",23.96,2012-07-01
"Blade roast, 1 kilogram",11.36,2012-07-01
"Stewing beef, 1 kilogram",11.34,2012-07-01
"Ground beef, 1 kilogram",9.18,2012-07-01
"Pork chops, 1 kilogram",10.65,2012-07-01
"Chicken, 1 kilogram",7.09,2012-07-01
"Bacon, 500 grams",5.15,2012-07-01
"Wieners, 450 grams",3.46,2012-07-01
"Canned salmon, 213 grams",3.67,2012-07-01
"Homogenized milk, 4 litres",,2012-07-01
"Partly skimmed milk, 4 litres",,2012-07-01
"Butter, 454 grams",4.44,2012-07-01
"Processed cheese slices, 250 grams",2.8,2012-07-01
"Evaporated milk, 385 millilitres",1.93,2012-07-01
"Eggs, 1 dozen",3.06,2012-07-01
"Bread, 675 grams",2.78,2012-07-01
"Soda crackers, 450 grams",2.75,2012-07-01
"Macaroni, 500 grams",1.49,2012-07-01
"Flour, 2.5 kilograms",5.3,2012-07-01
"Corn flakes, 675 grams",5.05,2012-07-01
"Apples, 1 kilogram",3.73,2012-07-01
"Bananas, 1 kilogram",1.71,2012-07-01
"Oranges, 1 kilogram",2.91,2012-07-01
"Apple juice, 1.36 litres",2.19,2012-07-01
